state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,total,proportion,gender,class
California,-5781.67,12.0,Good,furniture/equipment,1282.0,59.7,2,2,female div/dep/mar,none,4,no known property,20,none,rent,1,skilled,1,none,NO,-4439.97,-4.45983632112237,female,GOOD
California,-2884.07,9.0,Bad,repairs,2315.0,100.46,4,3,male single,guarantor,4,real estate,48,none,own,2,skilled,2,none,YES,-468.6100000000001,-1.2019041450777204,male,BAD
California,-7930.96,12.0,Good,retraining,339.0,22.56,0,4,male mar/wid,none,1,car,45,bank,own,1,unskilled resident,1,none,NO,-7569.4,-23.259999999999998,male,GOOD
California,144.52,18.0,Good,new car,3512.0,345.1,3,2,unknown,none,3,car,38,bank,own,2,skilled,1,yes,NO,4001.62,0.13937375462567606,unknown,GOOD
California,0.0,6.0,Bad,radio/tv,1898.0,0.0,2,1,male single,none,2,real estate,34,none,own,2,unskilled resident,1,none,NO,1898.0,0.0,male,GOOD
California,0.0,24.0,Moderate,radio/tv,2872.0,0.0,4,-1,unknown,unknown,-1,real estate,33,none,own,1,skilled,2,unknown,NO,2872.0,0.0,unknown,GOOD
California,0.0,18.0,Bad,new car,1055.0,0.0,1,4,female div/dep/mar,none,1,life insurance,30,none,own,2,skilled,1,unknown,NO,1055.0,0.0,female,GOOD
California,0.0,18.0,Good,domestic appliance,1262.0,0.0,3,4,male single,none,3,life insurance,33,none,own,2,skilled,1,yes,NO,1262.0,0.0,male,GOOD
California,31.09,10.0,Good,new car,7308.0,52.29,0,2,male single,none,4,no known property,70,bank,for free,1,high qualif/self emp/mgmt,1,yes,NO,7391.38,0.011407853331509097,male,BAD
California,0.0,36.0,Good,new car,909.0,0.0,4,4,unknown,none,4,life insurance,36,none,own,1,skilled,1,unknown,NO,909.0,0.0,unknown,GOOD
California,0.0,6.0,Good,furniture/equipment,2978.0,0.0,2,1,male single,none,2,car,32,none,own,1,skilled,1,yes,NO,2978.0,0.0,male,BAD
California,-3326.98,18.0,Good,furniture/equipment,1131.0,33.43,0,4,female div/dep/mar,none,-1,car,33,none,own,1,skilled,1,none,NO,-2162.55,-2.9094964664310954,female,GOOD
California,47.93,11.0,Good,furniture/equipment,1577.0,7895.35,1,4,female div/dep/mar,none,1,real estate,20,none,own,1,skilled,1,none,YES,9520.28,5.033764258555133,female,BAD
California,0.0,24.0,Good,furniture/equipment,3972.0,0.0,3,2,unknown,none,4,life insurance,25,none,rent,-1,skilled,1,yes,NO,3972.0,0.0,unknown,GOOD
California,58.87,24.0,Bad,business,1935.0,60.0,4,4,male div/sep,none,4,real estate,31,none,unknown,2,skilled,1,yes,YES,2053.87,0.061399793388429755,male,GOOD
California,-5652.0,15.0,Moderate,new car,950.0,62.41,4,4,male single,none,-1,car,33,none,rent,2,skilled,2,none,YES,-4639.59,-5.877592008412198,male,BAD
California,0.0,12.0,Good,furniture/equipment,763.0,0.0,2,4,female div/dep/mar,none,1,real estate,33,unknown,own,1,skilled,1,yes,YES,763.0,0.0,female,BAD
California,64.0,24.0,Moderate,furniture/equipment,2064.0,54.99,0,3,female div/dep/mar,none,-1,life insurance,34,none,own,1,high qualif/self emp/mgmt,1,yes,YES,2182.99,0.057622276029055695,female,GOOD
California,84.67,8.0,Good,radio/tv,1414.0,58.58,2,4,male single,guarantor,2,real estate,33,none,own,1,skilled,1,unknown,YES,1557.25,0.10123674911660778,male,GOOD
California,-4199.42,21.0,Moderate,education,3414.0,56.73,1,2,male single,none,-1,life insurance,26,none,own,2,skilled,1,none,YES,-728.6900000000005,-1.2130863836017571,male,GOOD
California,0.0,30.0,Good,used car,2315.0,0.0,0,4,female div/dep/mar,none,1,real estate,53,bank,own,1,unknown,1,yes,YES,2315.0,0.0,female,BAD
California,-7153.11,12.0,Good,furniture/equipment,2577.0,26.63,2,2,unknown,none,1,car,33,none,own,1,skilled,1,none,YES,-4549.48,-2.764344453064391,unknown,GOOD
California,-3587.09,6.0,Bad,radio/tv,338.0,840.74,4,4,male single,none,4,no known property,52,none,own,2,skilled,1,unknown,YES,-2408.3500000000004,-8.10132743362832,male,BAD
California,0.0,12.0,Good,radio/tv,1963.0,0.0,3,4,male single,unknown,2,no known property,31,none,unknown,2,high qualif/self emp/mgmt,2,yes,YES,1963.0,0.0,male,BAD
Colorado,0.0,21.0,Bad,other,571.0,0.0,4,-1,male single,none,4,real estate,65,none,own,-1,skilled,1,none,YES,571.0,0.0,male,GOOD
Colorado,0.0,36.0,Moderate,other,9572.0,0.0,1,1,male div/sep,none,1,car,28,none,own,2,skilled,1,none,NO,9572.0,0.0,male,GOOD
Connecticut,55.91,36.0,Moderate,other,4455.0,21.64,2,-1,male div/sep,unknown,2,real estate,30,stores,own,2,high qualif/self emp/mgmt,1,yes,YES,4532.55,0.01740350089766607,male,GOOD
District of Columbia,-4718.69,21.0,Good,other,1647.0,0.0,2,4,male single,none,2,life insurance,40,none,unknown,2,unskilled resident,2,none,NO,-3071.6899999999996,-2.863282766990291,male,BAD
Delaware,0.0,24.0,Bad,furniture/equipment,3777.0,0.0,2,4,male single,none,4,real estate,50,none,own,1,skilled,1,yes,YES,3777.0,0.0,male,BAD
Georgia,190.69,18.0,Bad,new car,884.0,90.53,4,4,male single,none,4,car,36,bank,own,1,skilled,2,yes,YES,1165.22,0.3177627118644068,male,GOOD
Georgia,0.0,15.0,Moderate,radio/tv,1360.0,0.0,2,4,unknown,none,2,life insurance,31,none,own,2,skilled,1,none,YES,1360.0,0.0,unknown,BAD
Georgia,0.0,9.0,Good,other,5129.0,0.0,4,2,female div/dep/mar,none,-1,no known property,33,bank,for free,1,high qualif/self emp/mgmt,1,yes,NO,5129.0,0.0,female,GOOD
Georgia,18.61,16.0,Bad,new car,1175.0,95.88,0,2,male single,unknown,3,car,68,none,for free,3,unemp/unskilled non res,1,yes,NO,1289.49,0.09735544217687074,male,BAD
Georgia,-8569.38,12.0,Good,radio/tv,674.0,319.57,3,4,male mar/wid,none,-1,no known property,20,none,own,1,skilled,1,unknown,YES,-7575.8099999999995,-12.22194074074074,male,GOOD
Georgia,122.36,18.0,Moderate,furniture/equipment,3244.0,86.38,2,1,female div/dep/mar,none,-1,car,33,bank,own,2,skilled,1,yes,YES,3452.74,0.06432665639445301,female,BAD
Georgia,0.0,24.0,Good,business,4591.0,0.0,2,2,male single,none,3,no known property,54,none,own,3,unknown,1,yes,YES,4591.0,0.0,male,BAD
Georgia,5.06,48.0,Moderate,business,3844.0,0.0,3,4,male single,none,4,no known property,34,none,unknown,1,unskilled resident,2,none,YES,3849.06,0.0013159947984395317,male,GOOD
Georgia,2.66,27.0,Good,business,3915.0,90.63,2,4,male single,none,2,no known property,36,none,own,1,skilled,2,yes,YES,4008.29,0.023822778345250255,male,GOOD
Georgia,0.0,6.0,Good,radio/tv,2108.0,0.0,3,2,male mar/wid,none,2,real estate,29,none,unknown,1,skilled,1,none,YES,2108.0,0.0,male,BAD
Hawaii,0.0,45.0,Good,radio/tv,3031.0,0.0,2,-1,male single,guarantor,4,life insurance,21,none,rent,1,skilled,1,none,YES,3031.0,0.0,male,BAD
Illinois,0.0,18.0,Bad,education,1501.0,0.0,4,2,female div/dep/mar,none,3,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,YES,1501.0,0.0,female,GOOD
Indiana,0.0,6.0,Bad,radio/tv,1382.0,0.0,2,1,female div/dep/mar,none,1,car,28,none,own,2,skilled,1,yes,YES,1382.0,0.0,female,BAD
Indiana,41.55,18.0,Good,furniture/equipment,951.0,145.16,1,4,female div/dep/mar,none,4,car,27,bank,rent,4,skilled,1,unknown,YES,1137.71,0.19612394957983192,female,GOOD
Kentucky,73.46,24.0,Good,used car,2760.0,0.0,4,4,male single,none,4,no known property,36,bank,for free,1,skilled,1,yes,NO,2833.46,0.026606302064469393,male,BAD
Kentucky,5.45,18.0,Moderate,other,4297.0,38.61,4,4,male div/sep,none,3,no known property,40,none,own,1,high qualif/self emp/mgmt,1,yes,NO,4341.06,0.010251279664960448,male,GOOD
Kentucky,0.0,9.0,Bad,other,936.0,0.0,4,-1,male single,none,2,car,33,none,own,2,skilled,1,yes,YES,936.0,0.0,male,BAD
Louisiana,-1525.5,12.0,Good,other,1168.0,72.61,2,4,male mar/wid,none,3,no known property,27,none,own,1,unskilled resident,1,none,YES,-284.8900000000001,-1.2428485885372114,male,BAD
Louisiana,0.0,27.0,Moderate,business,5117.0,0.0,3,3,male single,none,4,car,33,none,own,2,skilled,1,none,YES,5117.0,0.0,male,BAD
Louisiana,-4203.08,12.0,Good,retraining,902.0,72.58,3,4,male mar/wid,unknown,4,life insurance,21,none,rent,1,skilled,1,none,NO,-3228.5,-4.574197120708749,male,BAD
Louisiana,0.0,12.0,Bad,new car,1495.0,0.0,4,-1,male single,none,1,no known property,38,none,own,-1,unskilled resident,2,none,NO,1495.0,0.0,male,BAD
Massachusetts,-497.79,30.0,Bad,other,10623.0,10.76,4,3,male single,none,4,no known property,38,none,for free,3,unknown,2,yes,NO,10135.97,-0.04584243222891567,male,GOOD
Massachusetts,0.0,12.0,Bad,furniture/equipment,1935.0,0.0,4,4,male single,none,4,real estate,43,none,unknown,3,unknown,1,yes,NO,1935.0,0.0,male,BAD
Maryland,93.51,12.0,Bad,domestic appliance,1424.0,69.55,3,-1,male single,none,3,life insurance,26,none,own,1,unknown,1,none,NO,1587.06,0.1144280701754386,male,BAD
Maryland,-1515.21,24.0,Good,business,6568.0,9.01,2,2,unknown,none,2,car,21,stores,own,1,unskilled resident,1,none,YES,5061.8,-0.22928908509666618,unknown,GOOD
Maryland,0.0,12.0,Good,used car,1413.0,0.0,3,3,male single,unknown,2,life insurance,55,none,own,-1,skilled,1,unknown,NO,1413.0,0.0,male,GOOD
Michigan,0.0,9.0,Bad,radio/tv,3074.0,0.0,0,1,unknown,none,2,real estate,33,none,unknown,2,skilled,2,none,NO,3074.0,0.0,unknown,BAD
Michigan,0.0,36.0,Good,radio/tv,3835.0,0.0,4,2,female div/dep/mar,none,4,real estate,45,none,own,1,unskilled resident,1,yes,YES,3835.0,0.0,female,BAD
Michigan,-2297.6,27.0,Moderate,business,5293.0,25.73,0,2,male single,none,-1,no known property,33,stores,unknown,2,skilled,1,yes,NO,3021.13,-0.4291405364563657,male,GOOD
Michigan,7044.86,30.0,Moderate,business,1908.0,57.07,4,4,male single,none,4,real estate,66,none,own,1,high qualif/self emp/mgmt,1,yes,NO,9009.93,3.7202357255107383,male,BAD
Missouri,0.0,36.0,Moderate,radio/tv,3342.0,0.0,4,4,unknown,none,-1,car,33,none,own,-1,skilled,1,yes,YES,3342.0,0.0,unknown,GOOD
Missouri,119.36,6.0,Bad,other,932.0,0.0,0,1,female div/dep/mar,none,3,life insurance,39,none,own,2,unskilled resident,1,none,NO,1051.36,0.12793140407288317,female,GOOD
Missouri,0.0,18.0,Moderate,business,3104.0,0.0,3,-1,male single,none,1,life insurance,33,bank,own,1,skilled,1,yes,NO,3104.0,0.0,male,GOOD
Missouri,8427.47,36.0,Good,radio/tv,3913.0,94.68,2,2,male single,unknown,-1,real estate,23,none,own,1,skilled,1,yes,NO,12435.15,2.1773505365355135,male,BAD
Missouri,-5135.08,24.0,Good,furniture/equipment,3021.0,0.0,2,2,male div/sep,none,2,real estate,24,none,rent,1,unskilled resident,1,none,NO,-2114.08,-1.6992322964923892,male,GOOD
Missouri,0.0,10.0,Good,new car,1364.0,0.0,2,2,female div/dep/mar,none,4,no known property,64,unknown,own,1,skilled,1,yes,YES,1364.0,0.0,female,BAD
Missouri,41.29,12.0,Good,other,625.0,27.59,1,4,male mar/wid,guarantor,1,real estate,26,bank,own,1,unskilled resident,1,none,YES,693.88,0.11003194888178913,male,BAD
Mississippi,-2287.81,12.0,Moderate,education,1200.0,0.0,2,4,female div/dep/mar,none,4,no known property,23,bank,rent,-1,skilled,1,yes,YES,-1087.81,-1.9049208992506244,female,GOOD
Mississippi,0.0,12.0,Good,other,707.0,0.0,2,4,male single,none,2,real estate,30,bank,own,2,skilled,1,none,YES,707.0,0.0,male,GOOD
North Carolina,0.0,24.0,Moderate,other,2978.0,0.0,2,4,male single,none,4,real estate,32,none,own,2,unknown,2,yes,YES,2978.0,0.0,male,GOOD
North Carolina,0.0,15.0,Good,used car,4657.0,0.0,2,3,male single,none,2,car,30,unknown,own,1,skilled,1,unknown,YES,4657.0,0.0,male,GOOD
North Carolina,0.0,36.0,Moderate,repairs,2613.0,0.0,2,4,male single,unknown,2,car,27,none,own,-1,skilled,1,none,NO,2613.0,0.0,male,BAD
North Carolina,149.22,18.0,Good,radio/tv,10961.0,2648.91,3,1,male single,co applicant,2,no known property,27,bank,own,2,skilled,1,yes,NO,13759.13,0.2552572523262178,male,BAD
North Carolina,-4808.4,12.0,Good,furniture/equipment,7865.0,0.0,4,-1,male single,none,-1,no known property,53,none,unknown,1,high qualif/self emp/mgmt,1,yes,NO,3056.6000000000004,-0.6112890922959573,male,GOOD
New Hampshire,0.0,9.0,Good,radio/tv,1478.0,0.0,3,4,male single,none,2,car,22,none,own,1,skilled,1,none,NO,1478.0,0.0,male,BAD
New Jersey,0.0,24.0,Good,furniture/equipment,3149.0,0.0,1,4,male single,none,1,no known property,22,bank,for free,1,skilled,1,none,NO,3149.0,0.0,male,BAD
New Jersey,7308.81,36.0,Good,other,4210.0,7.28,2,4,male single,none,2,car,26,unknown,own,1,skilled,1,none,NO,11526.09,1.7373759202089765,male,GOOD
New Jersey,0.0,9.0,Good,new car,2507.0,0.0,0,2,male single,unknown,4,no known property,51,none,for free,-1,unskilled resident,1,unknown,NO,2507.0,0.0,male,GOOD
New Jersey,0.0,12.0,Moderate,radio/tv,2141.0,0.0,3,3,male single,none,1,no known property,35,none,own,1,skilled,1,none,NO,2141.0,0.0,male,BAD
New Jersey,154.16,18.0,Moderate,radio/tv,866.0,86.28,2,4,male mar/wid,guarantor,2,real estate,25,none,own,1,unskilled resident,1,none,NO,1106.44,0.27732410611303343,male,GOOD
New Jersey,0.0,4.0,Bad,radio/tv,1544.0,0.0,3,2,male single,none,1,real estate,42,none,own,3,unskilled resident,2,none,YES,1544.0,0.0,male,BAD
New Jersey,-9256.59,24.0,Good,radio/tv,1823.0,53.53,0,4,male single,none,2,car,30,stores,unknown,1,high qualif/self emp/mgmt,2,none,YES,-7380.0599999999995,-5.045537280701754,male,GOOD
New Jersey,69.73,6.0,Good,new car,14555.0,0.0,0,1,male single,none,2,life insurance,23,none,own,1,unemp/unskilled non res,1,yes,NO,14624.73,0.004790464413300358,male,BAD
New Mexico,57.58,21.0,Good,business,2767.0,0.0,4,4,unknown,none,2,car,61,bank,rent,-1,unskilled resident,1,none,NO,2824.58,0.02080202312138728,unknown,BAD
New Mexico,-4641.13,30.0,Good,other,2522.0,71.17,4,1,male single,unknown,3,life insurance,39,none,own,1,skilled,2,none,NO,-2047.96,-1.811319857312723,male,GOOD
Nevada,-4772.2,24.0,Good,new car,915.0,0.0,4,4,unknown,none,2,car,33,bank,own,-1,skilled,1,none,NO,-3857.2,-5.2098253275109165,unknown,GOOD
New York,0.0,6.0,Good,radio/tv,1595.0,0.0,3,3,unknown,none,2,no known property,51,none,own,1,skilled,2,none,NO,1595.0,0.0,unknown,BAD
New York,0.0,12.0,Bad,business,1185.0,0.0,2,3,female div/dep/mar,none,2,no known property,27,none,own,2,skilled,1,none,YES,1185.0,0.0,female,GOOD
New York,0.0,12.0,Good,retraining,3447.0,0.0,2,4,female div/dep/mar,none,3,real estate,35,none,own,1,unskilled resident,2,none,NO,3447.0,0.0,female,BAD
New York,0.0,24.0,Good,business,1258.0,0.0,3,4,male single,none,1,real estate,25,none,own,1,skilled,1,yes,NO,1258.0,0.0,male,BAD
Ohio,0.0,12.0,Bad,radio/tv,717.0,0.0,4,4,male single,none,4,real estate,52,none,unknown,3,unknown,1,none,YES,717.0,0.0,male,BAD
Ohio,0.0,6.0,Moderate,new car,1204.0,0.0,2,-1,male single,none,1,no known property,35,bank,rent,1,skilled,1,none,NO,1204.0,0.0,male,GOOD
Ohio,4844.17,24.0,Good,other,1925.0,84.16,2,2,male single,none,2,real estate,26,none,own,1,skilled,1,none,YES,6853.33,2.558842159916926,male,GOOD
Ohio,0.0,18.0,Good,radio/tv,433.0,0.0,0,3,female div/dep/mar,co applicant,4,real estate,22,none,rent,1,skilled,1,none,YES,433.0,0.0,female,GOOD
Ohio,-350.28,6.0,Bad,new car,666.0,2438.92,3,3,female div/dep/mar,none,-1,real estate,39,none,own,2,unskilled resident,1,yes,YES,2754.6400000000003,3.1313943028485762,female,GOOD
Ohio,2323.65,12.0,Good,furniture/equipment,2251.0,9.33,2,1,female div/dep/mar,none,2,car,46,none,own,-1,unskilled resident,1,none,NO,4583.98,1.0359591474245116,female,GOOD
Ohio,84.68,30.0,Good,new car,2150.0,47.59,2,4,female div/dep/mar,guarantor,2,no known property,24,bank,own,-1,unknown,1,none,YES,2282.27,0.06149232914923292,female,BAD
Ohio,0.0,24.0,Moderate,furniture/equipment,4151.0,0.0,2,2,male single,none,3,life insurance,35,none,own,-1,skilled,1,none,YES,4151.0,0.0,male,BAD
Ohio,39.8,9.0,Good,furniture/equipment,2030.0,0.0,3,2,male single,unknown,1,car,24,none,unknown,1,skilled,1,yes,NO,2069.8,0.019596258000984735,male,GOOD
Ohio,49.03,18.0,Moderate,radio/tv,7418.0,0.0,2,1,male single,none,1,real estate,27,none,own,1,unskilled resident,1,none,YES,7467.03,0.006608707372961316,male,BAD
Oregon,0.0,24.0,Bad,other,2684.0,0.0,2,-1,male single,none,2,real estate,35,none,own,2,unskilled resident,1,none,NO,2684.0,0.0,male,GOOD
Pennsylvania,-255.77,12.0,Good,radio/tv,2149.0,14.98,2,4,unknown,none,1,no known property,29,none,for free,1,unknown,1,none,YES,1908.21,-0.11199534883720931,unknown,BAD
Pennsylvania,0.0,15.0,Good,used car,3812.0,0.0,1,1,female div/dep/mar,unknown,4,car,23,none,own,-1,skilled,1,yes,NO,3812.0,0.0,female,GOOD
Pennsylvania,0.0,11.0,Bad,radio/tv,1154.0,0.0,0,-1,female div/dep/mar,none,4,real estate,57,unknown,own,3,unskilled resident,1,none,NO,1154.0,0.0,female,GOOD
Pennsylvania,-5536.22,12.0,Moderate,furniture/equipment,1657.0,45.58,2,2,male single,none,2,real estate,33,none,own,1,skilled,1,none,YES,-3833.6400000000003,-3.3116043425814237,male,GOOD
Rhode Island,-1579.52,24.0,Good,radio/tv,1603.0,74.65,0,4,unknown,none,-1,car,55,none,own,1,skilled,1,none,YES,98.13000000000011,-0.9381982543640897,unknown,BAD
South Carolina,-1502.18,18.0,Bad,new car,5302.0,83.75,4,2,male single,none,4,no known property,36,none,for free,3,high qualif/self emp/mgmt,1,yes,NO,3883.5699999999997,-0.2674768998679993,male,GOOD
South Carolina,0.0,12.0,Bad,education,2315.0,0.0,0,2,female div/dep/mar,none,4,no known property,57,bank,for free,3,unskilled resident,1,none,YES,2315.0,0.0,female,GOOD
South Carolina,0.0,10.0,Bad,new car,1231.0,0.0,4,3,male single,none,-1,real estate,32,none,own,2,unskilled resident,2,none,NO,1231.0,0.0,male,BAD
South Carolina,135.62,15.0,Good,radio/tv,802.0,73.76,0,4,unknown,none,3,no known property,37,none,own,1,skilled,2,none,NO,1011.38,0.260747198007472,unknown,GOOD
South Carolina,0.0,36.0,Bad,business,6304.0,0.0,4,4,unknown,none,4,real estate,36,none,own,2,skilled,1,none,NO,6304.0,0.0,unknown,GOOD
South Carolina,0.0,24.0,Good,radio/tv,1533.0,0.0,1,4,female div/dep/mar,none,3,car,38,stores,own,1,skilled,1,unknown,YES,1533.0,0.0,female,GOOD
South Carolina,-517.47,14.0,Good,new car,8978.0,85.21,4,1,male div/sep,none,4,life insurance,45,none,own,1,high qualif/self emp/mgmt,1,yes,NO,8545.74,-0.04814121839848536,male,BAD
South Dakota,0.0,24.0,Good,radio/tv,999.0,0.0,4,-1,male single,none,2,car,33,none,own,2,skilled,1,none,YES,999.0,0.0,male,GOOD
South Dakota,0.0,18.0,Good,new car,2662.0,0.0,0,4,male single,none,-1,life insurance,32,none,unknown,1,skilled,1,none,YES,2662.0,0.0,male,BAD
South Dakota,0.0,12.0,Bad,furniture/equipment,2315.0,0.0,3,3,female div/dep/mar,none,4,car,37,none,rent,1,skilled,1,yes,NO,2315.0,0.0,female,BAD
Tennessee,171.45,48.0,Good,new car,12169.0,0.0,0,4,male single,co applicant,4,no known property,36,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,12340.45,0.014087921117502053,male,GOOD
Tennessee,187.45,48.0,Good,radio/tv,3060.0,67.23,3,-1,unknown,none,4,real estate,28,none,unknown,-1,skilled,1,none,YES,3314.68,0.0832015681149951,unknown,GOOD
Tennessee,-5525.31,30.0,Moderate,repairs,11998.0,38.84,1,-1,male div/sep,none,-1,no known property,34,none,own,1,unskilled resident,1,yes,NO,6511.53,-0.4572439369947496,male,GOOD
Tennessee,0.0,9.0,Good,radio/tv,2315.0,0.0,2,-1,unknown,none,2,real estate,32,none,own,1,skilled,2,none,YES,2315.0,0.0,unknown,GOOD
Texas,0.0,18.0,Bad,other,2315.0,0.0,0,-1,female div/dep/mar,none,2,car,26,none,own,2,skilled,1,none,NO,2315.0,0.0,female,GOOD
Texas,-6825.17,12.0,Moderate,furniture/equipment,1262.0,0.0,4,2,male div/sep,unknown,4,life insurance,49,none,own,1,unskilled resident,1,yes,NO,-5563.17,-5.403935075217736,male,GOOD
Texas,0.0,6.0,Good,furniture/equipment,4611.0,0.0,1,1,female div/dep/mar,unknown,-1,life insurance,32,none,own,1,skilled,1,none,NO,4611.0,0.0,female,GOOD
Texas,0.0,24.0,Moderate,radio/tv,1901.0,0.0,2,4,unknown,unknown,4,car,29,none,rent,1,high qualif/self emp/mgmt,1,yes,NO,1901.0,0.0,unknown,BAD
Texas,0.0,15.0,Bad,other,2315.0,0.0,4,3,unknown,none,4,no known property,23,none,rent,2,skilled,1,yes,YES,2315.0,0.0,unknown,GOOD
Texas,0.0,12.0,Good,furniture/equipment,1574.0,0.0,2,4,male single,none,2,real estate,50,none,own,1,skilled,1,unknown,NO,1574.0,0.0,male,BAD
Texas,0.0,18.0,Good,radio/tv,1445.0,0.0,3,4,unknown,none,4,car,33,unknown,own,1,unskilled resident,1,none,NO,1445.0,0.0,unknown,GOOD
Texas,0.0,15.0,Bad,other,1520.0,0.0,4,4,male single,none,4,life insurance,63,none,own,1,skilled,1,none,NO,1520.0,0.0,male,GOOD
Texas,19.48,24.0,Moderate,new car,3878.0,384.02,1,4,male div/sep,none,2,car,33,unknown,unknown,1,skilled,1,yes,YES,4281.5,0.10402165506573859,male,GOOD
Texas,-5888.3,18.0,Good,new car,2315.0,58.62,1,1,female div/dep/mar,unknown,1,real estate,35,none,own,1,unskilled resident,1,unknown,NO,-3514.6800000000003,-2.5171329879101902,female,GOOD
Texas,-7579.53,48.0,Good,used car,2315.0,24.62,3,4,male single,none,3,life insurance,26,none,own,1,skilled,2,unknown,YES,-5239.91,-3.262050949913644,male,BAD
Texas,130.14,48.0,Moderate,other,2315.0,376.5,0,2,male single,none,-1,no known property,31,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,2821.64,0.21875647668393783,male,GOOD
Texas,169.03,12.0,Good,radio/tv,1092.0,26.55,2,4,female div/dep/mar,unknown,4,real estate,33,none,own,2,skilled,1,unknown,NO,1287.58,0.17893870082342178,female,GOOD
Texas,-7872.78,24.0,Moderate,radio/tv,1024.0,0.0,1,4,male mar/wid,none,4,real estate,48,stores,own,1,skilled,1,none,YES,-6848.78,-7.680760975609756,male,BAD
Texas,0.0,12.0,Good,business,1076.0,0.0,2,2,unknown,none,2,real estate,26,unknown,own,1,skilled,1,yes,NO,1076.0,0.0,unknown,BAD
Texas,155.74,36.0,Good,used car,9398.0,93.87,1,1,male mar/wid,none,4,car,28,none,rent,1,high qualif/self emp/mgmt,1,yes,YES,9647.61,0.02655708054048303,male,GOOD
Utah,-9594.86,24.0,Bad,used car,6419.0,16.26,4,2,female div/dep/mar,none,4,no known property,44,none,for free,2,high qualif/self emp/mgmt,2,yes,NO,-3159.6000000000004,-1.491993769470405,female,BAD
Virginia,7720.46,18.0,Bad,used car,2315.0,40.81,4,4,male single,none,4,no known property,56,none,for free,1,skilled,1,none,NO,10076.27,3.3511528497409326,male,GOOD
Virginia,0.0,48.0,Bad,business,7629.0,0.0,4,4,male div/sep,none,2,car,46,bank,own,2,high qualif/self emp/mgmt,2,none,NO,7629.0,0.0,male,BAD
Virginia,61.96,48.0,Good,furniture/equipment,9960.0,64.33,1,1,unknown,none,2,car,26,none,own,1,skilled,1,unknown,YES,10086.29,0.012678445939162734,unknown,GOOD
Virginia,0.0,12.0,Good,used car,4675.0,0.0,0,1,female div/dep/mar,none,4,car,20,none,rent,1,skilled,1,none,NO,4675.0,0.0,female,BAD
Virginia,0.0,10.0,Good,other,1287.0,0.0,0,4,male single,co applicant,2,life insurance,45,none,unknown,1,unskilled resident,1,unknown,YES,1287.0,0.0,male,GOOD
Virginia,0.0,18.0,Moderate,furniture/equipment,2515.0,0.0,2,3,male single,none,4,real estate,43,none,own,-1,skilled,1,yes,YES,2515.0,0.0,male,BAD
Virginia,0.31,21.0,Bad,furniture/equipment,2745.0,1787.08,3,3,male single,none,2,car,32,none,own,2,skilled,1,yes,YES,4532.389999999999,0.6509067734887108,male,GOOD
Washington,0.0,6.0,Good,new car,672.0,0.0,0,1,female div/dep/mar,none,4,real estate,54,none,own,1,unemp/unskilled non res,1,yes,NO,672.0,0.0,female,GOOD
Washington,192.02,36.0,Moderate,radio/tv,3804.0,0.0,2,4,female div/dep/mar,none,1,car,42,none,own,1,skilled,1,yes,YES,3996.02,0.05046517739816032,female,GOOD
Washington,5659.69,18.0,Bad,new car,1344.0,0.0,3,4,male single,none,-1,real estate,37,bank,own,2,unskilled resident,2,none,NO,7003.69,4.207947955390334,male,GOOD
Wisconsin,-8464.44,10.0,Bad,other,1038.0,38.82,3,4,male single,co applicant,-1,no known property,49,none,unknown,2,skilled,1,yes,YES,-7387.620000000001,-8.109355149181907,male,BAD
Alaska,0.0,48.0,Bad,new car,2315.0,0.0,2,2,male single,none,2,no known property,44,bank,unknown,1,skilled,1,none,YES,2315.0,0.0,male,BAD
Arizona,0.0,6.0,Moderate,furniture/equipment,1543.0,0.0,2,4,male div/sep,none,2,real estate,33,none,own,1,skilled,1,none,YES,1543.0,0.0,male,GOOD
Arizona,0.0,18.0,Good,used car,4811.0,0.0,3,2,female div/dep/mar,none,-1,life insurance,24,stores,rent,1,unskilled resident,1,none,NO,4811.0,0.0,female,GOOD
Arizona,-8135.03,12.0,Good,radio/tv,727.0,473.67,1,4,male mar/wid,none,3,no known property,33,none,own,1,unskilled resident,1,yes,YES,-6934.36,-10.523846153846153,male,BAD
California,0.0,8.0,Moderate,furniture/equipment,1237.0,0.0,2,3,female div/dep/mar,none,4,real estate,24,none,own,1,skilled,1,none,NO,1237.0,0.0,female,BAD
California,0.0,9.0,Good,new car,276.0,0.0,2,4,male mar/wid,none,4,real estate,33,none,rent,-1,unskilled resident,1,none,NO,276.0,0.0,male,BAD
California,192.16,48.0,Moderate,other,5381.0,0.0,0,3,unknown,none,4,no known property,40,bank,for free,1,unemp/unskilled non res,1,yes,NO,5573.16,0.03570419918246005,unknown,GOOD
California,0.0,24.0,Good,furniture/equipment,5511.0,0.0,2,4,male single,none,1,car,25,stores,unknown,1,skilled,1,none,NO,5511.0,0.0,male,GOOD
California,797.21,24.0,Moderate,furniture/equipment,2315.0,98.87,0,2,unknown,none,4,car,26,none,own,1,skilled,1,none,YES,3211.08,0.3869084628670121,unknown,BAD
